y4_hhid,labour_total,labore,labour_wage,labour_total_pola,labour_wage_pola,hourly_wage,hourly_wage_new
7166-001,1,3.2,5000,1,5000,1562.5,1562.5
7178-001,0,0,0,0,0,,
7182-001,9,28.799999,40000,9,40000,1388.8889,1388.8889
7194-001,14,44.799999,25000,14,25000,558.03571,558.03571
7195-001,74,236.8,369000,74,369000,1558.277,1558.277
7199-001,0,0,0,0,0,,
7200-001,5,16,25000,5,25000,1562.5,1562.5
7201-001,47,150.39999,24000,47,24000,159.57448,159.57448
7213-001,10,32,13000,10,13000,406.25,406.25
7214-001,0,0,0,0,0,,
7215-001,0,0,0,0,0,,
7217-001,0,0,0,0,0,,
7218-001,0,0,0,0,0,,
7219-001,0,0,0,0,0,,
7220-001,0,0,0,0,0,,
7232-001,8,25.6,0,8,32666.232,1276.0247,359
7233-001,48,153.60001,90000,48,90000,585.9375,585.9375
7234-001,112,358.39999,135000,112,135000,376.6741,376.6741
7235-001,0,0,0,0,0,,
7236-001,0,0,0,0,0,,
7237-001,32,102.4,71000,32,71000,693.35938,693.35938
7238-001,54,172.8,68000,54,68000,393.51852,393.51852
7239-001,0,0,0,0,0,,
7251-001,0,0,0,0,0,,
7252-001,90,288,700000,90,700000,2430.5557,2430.5557
7253-001,30,96,46000,30,46000,479.16666,479.16666
7254-001,9,28.799999,90000,9,90000,3125,3125
7255-001,3,9.6000004,50000,3,50000,5208.333,5208.333
7256-001,0,0,0,0,0,,
7257-001,16,51.200001,61000,16,61000,1191.4063,1191.4063
7258-001,0,0,0,0,0,,
7270-001,120,384,360000,120,360000,937.5,937.5
7271-001,33,105.6,90000,33,90000,852.27277,852.27277
7272-001,220,704,1370000,220,1370000,1946.0227,1946.0227
7273-001,12,38.400002,385000,12,385000,10026.041,10026.041
7274-001,14,44.799999,100000,14,100000,2232.1428,2232.1428
7275-001,0,0,0,0,0,,
7276-001,0,0,0,0,0,,
7277-001,6,19.200001,45000,6,45000,2343.75,2343.75
7289-001,0,0,0,0,0,,
7290-001,0,0,0,0,0,,
7291-001,16,51.200001,105000,16,105000,2050.7813,2050.7813
7292-001,0,0,0,0,0,,
7293-001,130,416,30000,130,30000,72.115387,72.115387
7294-001,85,272,30000,85,30000,110.29412,110.29412
7296-001,0,0,0,0,0,,
7331-001,8,25.6,70000,8,70000,2734.375,2734.375
7332-001,0,0,0,0,0,,
7338-001,0,0,0,0,0,,
7356-001,10,32,70000,10,70000,2187.5,2187.5
7365-001,2,6.4000001,10000,2,10000,1562.5,1562.5
7366-001,0,0,0,0,0,,
7367-001,0,0,0,0,0,,
7368-001,0,0,0,0,0,,
7370-001,7,22.4,60000,7,60000,2678.5715,2678.5715
7371-001,14,44.799999,20000,14,20000,446.42859,446.42859
7404-001,0,0,0,0,0,,
7442-001,3,9.6000004,25,3,25,2.6041665,2.6041665
7541-001,0,0,0,0,0,,
7596-001,0,0,0,0,0,,
7616-001,0,0,0,0,0,,
7631-001,0,0,0,0,0,,
7632-001,1,3.2,6000,1,6000,1875,1875
7636-001,0,0,0,0,0,,
7650-001,0,0,0,0,0,,
7652-001,0,0,0,0,0,,
7653-001,0,0,0,0,0,,
7654-001,34,108.8,120000,34,120000,1102.9412,1102.9412
7655-001,8,25.6,155000,8,155000,6054.6875,6054.6875
7656-001,33,105.6,58000,33,58000,549.24243,549.24243
7657-001,14,44.799999,120000,14,120000,2678.5715,2678.5715
7671-001,2,6.4000001,28000,2,28000,4375,4375
7673-001,26,83.199997,160000,26,160000,1923.077,1923.077
7674-001,48,153.60001,300000,48,300000,1953.1249,1953.1249
7675-001,0,0,0,0,0,,
7688-001,0,0,0,0,0,,
7689-001,0,0,0,0,0,,
7690-001,30,96,8000,30,8000,83.333336,83.333336
7691-001,0,0,0,0,0,,
7692-001,0,0,0,0,0,,
7693-001,0,0,0,0,0,,
7695-001,0,0,0,0,0,,
7707-001,2,6.4000001,120000,2,120000,18750,18750
7709-001,0,0,0,0,0,,
7711-001,0,0,0,0,0,,
7712-001,0,0,0,0,0,,
7713-001,0,0,0,0,0,,
7726-001,4,12.8,10000,4,10000,781.25,781.25
7727-001,0,0,0,0,0,,
7728-001,0,0,0,0,0,,
7729-001,20,64,54000,20,54000,843.75,843.75
7730-001,7,22.4,28000,7,28000,1250,1250
7731-001,0,0,0,0,0,,
7732-001,235,752,601000,235,601000,799.20215,799.20215
7733-001,44,140.8,210000,44,210000,1491.4773,1491.4773
7747-001,3,9.6000004,15000,3,15000,1562.4999,1562.4999
7749-001,50,160,47000,50,47000,293.75,293.75
7764-001,3,9.6000004,18000,3,18000,1874.9999,1874.9999
7765-001,0,0,0,0,0,,
7766-001,5,16,0,5,22994.529,1437.1581,359
7767-001,0,0,0,0,0,,
7768-001,0,0,0,0,0,,
7770-001,32,102.4,0,32,110039.86,1074.608,359
7771-001,0,0,0,0,0,,
7772-001,0,0,0,0,0,,
7783-001,3,9.6000004,5000,3,5000,520.83331,520.83331
7784-001,134,428.79999,440000,134,440000,1026.1194,1026.1194
7785-001,0,0,0,0,0,,
7786-001,0,0,0,0,0,,
7787-001,0,0,0,0,0,,
7788-001,0,0,0,0,0,,
7789-001,24,76.800003,22000,24,22000,286.45831,286.45831
7790-001,0,0,0,0,0,,
7802-001,100,320,40000,100,40000,125,125
7804-001,102,326.39999,0,102,335712.94,1028.5323,359
7805-001,14,44.799999,15000,14,15000,334.82144,334.82144
7806-001,8,25.6,6000,8,6000,234.375,234.375
7807-001,32,102.4,144000,32,144000,1406.25,1406.25
7808-001,0,0,0,0,0,,
7809-001,3,9.6000004,0,3,16546.727,1723.6173,359
7811-001,61,195.2,81000,61,81000,414.95901,414.95901
7821-001,100,320,453000,100,453000,1415.625,1415.625
7822-001,20,64,170000,20,170000,2656.25,2656.25
7823-001,0,0,0,0,0,,
7824-001,126,403.20001,164000,126,164000,406.74603,406.74603
7825-001,0,0,0,0,0,,
7826-001,99,316.79999,325000,99,325000,1025.8839,1025.8839
7827-001,0,0,0,0,0,,
7828-001,0,0,0,0,0,,
7840-001,0,0,0,0,0,,
7841-001,0,0,0,0,0,,
7842-001,9,28.799999,28000,9,28000,972.22223,972.22223
7843-001,2,6.4000001,50000,2,50000,7812.5,7812.5
7844-001,38,121.6,0,38,129383.27,1064.0071,359
7845-001,0,0,0,0,0,,
7846-001,0,0,0,0,0,,
7847-001,22,70.400002,80000,22,80000,1136.3636,1136.3636
7859-001,0,0,0,0,0,,
7860-001,0,0,0,0,0,,
7861-001,0,0,0,0,0,,
7862-001,72,230.39999,380000,72,380000,1649.3055,1649.3055
7863-001,18,57.599998,0,18,64905.242,1126.8271,359
7865-001,0,0,0,0,0,,
7866-001,0,0,0,0,0,,
7879-001,2,6.4000001,6000,2,6000,937.5,937.5
7897-001,0,0,0,0,0,,
7898-001,0,0,0,0,0,,
7899-001,0,0,0,0,0,,
7900-001,0,0,0,0,0,,
7901-001,0,0,0,0,0,,
7902-001,0,0,0,0,0,,
7903-001,0,0,0,0,0,,
7904-001,0,0,0,0,0,,
7916-001,0,0,0,0,0,,
7917-001,0,0,0,0,0,,
7918-001,0,0,0,0,0,,
7919-001,42,134.39999,42000,42,42000,312.5,312.5
7920-001,16,51.200001,6000,16,6000,117.1875,117.1875
7921-001,0,0,0,0,0,,
7922-001,0,0,0,0,0,,
7923-001,1,3.2,2500,1,2500,781.25,781.25
7935-001,47,150.39999,40000,47,40000,265.95746,265.95746
7936-001,5,16,30000,5,30000,1875,1875
7937-001,64,204.8,313000,64,313000,1528.3203,1528.3203
7938-001,74,236.8,155000,74,155000,654.56079,654.56079
7939-001,53,169.60001,0,53,177741.78,1048.0057,359
7940-001,49,156.8,145000,49,145000,924.74487,924.74487
7941-001,0,0,0,0,0,,
7942-001,0,0,0,0,0,,
7958-001,0,0,0,0,0,,
7973-001,36,115.2,20000,36,20000,173.61111,173.61111
7974-001,43,137.60001,36000,43,36000,261.6279,261.6279
7975-001,7,22.4,140000,7,140000,6250,6250
7976-001,3,9.6000004,9750,3,9750,1015.6249,1015.6249
7977-001,13,41.599998,42000,13,42000,1009.6154,1009.6154
7978-001,0,0,0,0,0,,
7979-001,1,3.2,20000,1,20000,6250,6250
7980-001,12,38.400002,20000,12,20000,520.83331,520.83331
7993-001,37,118.4,245400,37,245400,2072.635,2072.635
7995-001,102,326.39999,182000,102,182000,557.59802,557.59802
7996-001,0,0,0,0,0,,
7998-001,30,96,120000,30,120000,1250,1250
8011-001,0,0,0,0,0,,
8012-001,2,6.4000001,25000,2,25000,3906.25,3906.25
8013-001,12,38.400002,15000,12,15000,390.62497,390.62497
8014-001,0,0,0,0,0,,
8015-001,56,179.2,80000,56,80000,446.42859,446.42859
8016-001,0,0,0,0,0,,
8017-001,3,9.6000004,55000,3,55000,5729.1665,5729.1665
8018-001,0,0,0,0,0,,
8030-001,12,38.400002,18000,12,18000,468.74997,468.74997
8032-001,14,44.799999,35000,14,35000,781.25,781.25
8035-001,0,0,0,0,0,,
8036-001,9,28.799999,30000,9,30000,1041.6667,1041.6667
8039-001,0,0,0,0,0,,
8052-001,0,0,0,0,0,,
8068-001,24,76.800003,24000,24,24000,312.5,312.5
8069-001,39,124.8,45000,39,45000,360.5769,360.5769
8070-001,7,22.4,0,7,29442.33,1314.3898,359
8071-001,40,128,80000,40,80000,625,625
8073-001,42,134.39999,43000,42,43000,319.94049,319.94049
8074-001,0,0,0,0,0,,
8076-001,4,12.8,20000,4,20000,1562.5,1562.5
8079-001,40,128,15000,40,15000,117.1875,117.1875
8087-001,0,0,0,0,0,,
8088-001,3,9.6000004,30000,3,30000,3124.9998,3124.9998
8089-001,0,0,0,0,0,,
8090-001,21,67.199997,45000,21,45000,669.64288,669.64288
8091-001,13,41.599998,28000,13,28000,673.07697,673.07697
8092-001,11,35.200001,0,11,42337.934,1202.7822,359
8093-001,0,0,0,0,0,,
8094-001,24,76.800003,30000,24,30000,390.62497,390.62497
8106-001,0,0,0,0,0,,
8107-001,8,25.6,40000,8,40000,1562.5,1562.5
8108-001,33,105.6,90000,33,90000,852.27277,852.27277
8109-001,0,0,0,0,0,,
8110-001,3,9.6000004,20000,3,20000,2083.3333,2083.3333
8111-001,0,0,0,0,0,,
8112-001,0,0,0,0,0,,
8113-001,3,9.6000004,20000,3,20000,2083.3333,2083.3333
8126-001,11,35.200001,95000,11,95000,2698.8635,2698.8635
8130-001,30,96,82000,30,82000,854.16669,854.16669
8146-001,0,0,0,0,0,,
8150-001,0,0,0,0,0,,
8163-001,36,115.2,0,36,122935.46,1067.1481,359
8164-001,0,0,0,0,0,,
8167-001,57,182.39999,0,57,190637.38,1045.1611,359
8168-001,0,0,0,0,0,,
8169-001,0,0,0,0,0,,
8170-001,29,92.800003,77500,29,77500,835.12927,835.12927
8171-001,9,28.799999,0,9,35890.133,1246.1852,359
8173-001,6,19.200001,0,6,26218.43,1365.5432,359
8182-001,0,0,0,0,0,,
8183-001,0,0,0,0,0,,
8184-001,0,0,0,0,0,,
8185-001,0,0,0,0,0,,
8187-001,0,0,0,0,0,,
8188-001,0,0,0,0,0,,
8189-001,0,0,0,0,0,,
8201-001,1,3.2,0,1,10098.925,3155.9141,359
8203-001,20,64,0,20,71353.047,1114.8914,359
8204-001,0,0,0,0,0,,
8206-001,0,0,0,0,0,,
8220-001,0,0,0,0,0,,
8221-001,0,0,0,0,0,,
8222-001,0,0,0,0,0,,
8224-001,0,0,0,0,0,,
8225-001,0,0,0,0,0,,
8227-001,23,73.599998,100000,23,100000,1358.6957,1358.6957
8228-001,0,0,0,0,0,,
8240-001,0,0,0,0,0,,
8241-001,34,108.8,65000,34,65000,597.42645,597.42645
8242-001,0,0,0,0,0,,
8243-001,0,0,0,0,0,,
8244-001,0,0,0,0,0,,
8246-001,0,0,0,0,0,,
8258-001,20,64,490000,20,490000,7656.25,7656.25
8260-001,0,0,0,0,0,,
8261-001,0,0,0,0,0,,
8262-001,124,396.79999,0,124,406638.75,1024.7953,359
8263-001,0,0,0,0,0,,
8267-001,14,44.799999,15000,14,15000,334.82144,334.82144
8277-001,0,0,0,0,0,,
8278-001,2,6.4000001,50000,2,50000,7812.5,7812.5
8280-001,0,0,0,0,0,,
8281-001,8,25.6,20000,8,20000,781.25,781.25
8282-001,0,0,0,0,0,,
8283-001,28,89.599998,0,28,97144.25,1084.1992,359
8284-001,0,0,0,0,0,,
8285-001,0,0,0,0,0,,
8297-001,0,0,0,0,0,,
8299-001,0,0,0,0,0,,
8315-001,1,3.2,35000,1,35000,10937.5,10937.5
8316-001,20,64,94000,20,94000,1468.75,1468.75
8317-001,0,0,0,0,0,,
8318-001,0,0,0,0,0,,
8320-001,22,70.400002,63000,22,63000,894.88635,894.88635
8321-001,0,0,0,0,0,,
8323-001,0,0,0,0,0,,
8325-001,16,51.200001,15000,16,15000,292.96875,292.96875
8334-001,0,0,0,0,0,,
8335-001,0,0,0,0,0,,
8336-001,0,0,0,0,0,,
8337-001,5,16,50000,5,50000,3125,3125
8338-001,0,0,0,0,0,,
8339-001,0,0,0,0,0,,
8340-001,0,0,0,0,0,,
8341-001,0,0,0,0,0,,
8353-001,33,105.6,120000,33,120000,1136.3636,1136.3636
8354-001,77,246.39999,175000,77,175000,710.22729,710.22729
8355-001,36,115.2,300000,36,300000,2604.1667,2604.1667
8356-001,0,0,0,0,0,,
8357-001,0,0,0,0,0,,
8358-001,0,0,0,0,0,,
8359-001,4,12.8,15000,4,15000,1171.875,1171.875
8360-001,0,0,0,0,0,,
8372-001,18,57.599998,35000,18,35000,607.63892,607.63892
8373-001,10,32,80000,10,80000,2500,2500
8374-001,0,0,0,0,0,,
8375-001,0,0,0,0,0,,
8376-001,101,323.20001,328000,101,328000,1014.8514,1014.8514
8377-001,102,326.39999,660000,102,660000,2022.0588,2022.0588
8378-001,0,0,0,0,0,,
8379-001,108,345.60001,590000,108,590000,1707.1759,1707.1759
8391-001,9,28.799999,20000,9,20000,694.44446,694.44446
8392-001,6,19.200001,40000,6,40000,2083.3333,2083.3333
8393-001,0,0,0,0,0,,
8394-001,0,0,0,0,0,,
8395-001,0,0,0,0,0,,
8396-001,12,38.400002,25000,12,25000,651.04163,651.04163
8397-001,1,3.2,15000,1,15000,4687.5,4687.5
8398-001,0,0,0,0,0,,
8410-001,19,60.799999,40000,19,40000,657.89478,657.89478
8411-001,11,35.200001,85000,11,85000,2414.7727,2414.7727
8412-001,5,16,12000,5,12000,750,750
8413-001,10,32,0,10,39114.035,1222.3136,359
8414-001,27,86.400002,100000,27,100000,1157.4073,1157.4073
8415-001,0,0,0,0,0,,
8416-001,13,41.599998,0,13,48785.738,1172.7341,359
8417-001,31,99.199997,110000,31,110000,1108.871,1108.871
8429-001,12,38.400002,84400,12,84400,2197.9165,2197.9165
8430-001,70,224,140000,70,140000,625,625
8432-001,16,51.200001,40000,16,40000,781.25,781.25
8433-001,0,0,0,0,0,,
8434-001,1,3.2,10000,1,10000,3125,3125
8435-001,42,134.39999,196000,42,196000,1458.3334,1458.3334
8436-001,34,108.8,440000,34,440000,4044.1174,4044.1174
8448-001,0,0,0,0,0,,
8449-001,0,0,0,0,0,,
8450-001,8,25.6,40000,8,40000,1562.5,1562.5
8451-001,0,0,0,0,0,,
8452-001,0,0,0,0,0,,
8453-001,0,0,0,0,0,,
8454-001,11,35.200001,55000,11,55000,1562.5,1562.5
8455-001,0,0,0,0,0,,
8468-001,0,0,0,0,0,,
8471-001,0,0,0,0,0,,
8472-001,0,0,0,0,0,,
8476-001,13,41.599998,80000,13,80000,1923.077,1923.077
8486-001,68,217.60001,138000,68,138000,634.19116,634.19116
8487-001,16,51.200001,0,16,58457.441,1141.7468,359
8488-001,0,0,0,0,0,,
8489-001,0,0,0,0,0,,
8490-001,21,67.199997,45000,21,45000,669.64288,669.64288
8491-001,0,0,0,0,0,,
8492-001,3,9.6000004,12000,3,12000,1250,1250
8493-001,0,0,0,0,0,,
8505-001,45,144,108000,45,108000,750,750
8506-001,76,243.2,185000,76,185000,760.6908,760.6908
8507-001,28,89.599998,38000,28,38000,424.10715,424.10715
8508-001,0,0,0,0,0,,
8509-001,0,0,0,0,0,,
8510-001,1,3.2,9000,1,9000,2812.5,2812.5
8511-001,2,6.4000001,25000,2,25000,3906.25,3906.25
8512-001,6,19.200001,36000,6,36000,1874.9999,1874.9999
8524-001,5,16,10000,5,10000,625,625
8525-001,38,121.6,123500,38,123500,1015.625,1015.625
8526-001,2,6.4000001,10000,2,10000,1562.5,1562.5
8527-001,0,0,0,0,0,,
8528-001,4,12.8,10000,4,10000,781.25,781.25
8529-001,0,0,0,0,0,,
8530-001,0,0,0,0,0,,
8531-001,0,0,0,0,0,,
8543-001,20,64,83000,20,83000,1296.875,1296.875
8545-001,0,0,0,0,0,,
8546-001,14,44.799999,0,14,52009.637,1160.9294,359
8547-001,51,163.2,94000,51,94000,575.98041,575.98041
8548-001,25,80,0,25,87472.547,1093.4069,359
8549-001,125,400,284000,125,284000,710,710
8550-001,4,12.8,90000,4,90000,7031.25,7031.25
8562-001,18,57.599998,210000,18,210000,3645.8335,3645.8335
8563-001,41,131.2,225000,41,225000,1714.9391,1714.9391
8564-001,0,0,0,0,0,,
8565-001,209,668.79999,480000,209,480000,717.70337,717.70337
8566-001,22,70.400002,0,22,77800.844,1105.1256,359
8567-001,0,0,0,0,0,,
8568-001,6,19.200001,170000,6,170000,8854.166,8854.166
8569-001,28,89.599998,0,28,97144.25,1084.1992,359
8581-001,13,41.599998,0,13,48785.738,1172.7341,359
8582-001,20,64,50000,20,50000,781.25,781.25
8583-001,0,0,0,0,0,,
8584-001,51,163.2,152000,51,152000,931.37256,931.37256
8585-001,0,0,0,0,0,,
8586-001,0,0,0,0,0,,
8587-001,0,0,0,0,0,,
8588-001,13,41.599998,555000,13,555000,13341.347,13341.347
8600-001,0,0,0,0,0,,
8601-001,88,281.60001,93000,88,93000,330.25568,330.25568
8602-001,8,25.6,70000,8,70000,2734.375,2734.375
8603-001,4,12.8,60000,4,60000,4687.5,4687.5
8604-001,0,0,0,0,0,,
8605-001,0,0,0,0,0,,
8619-001,22,70.400002,105000,22,105000,1491.4773,1491.4773
8620-001,0,0,0,0,0,,
8621-001,0,0,0,0,0,,
8622-001,0,0,0,0,0,,
8623-001,69,220.8,1085000,69,1085000,4913.9492,4913.9492
8624-001,4,12.8,80000,4,80000,6250,6250
8625-001,0,0,0,0,0,,
8626-001,105,336,1405000,105,1405000,4181.5479,4181.5479
8638-001,12,38.400002,40000,12,40000,1041.6666,1041.6666
8639-001,4,12.8,20000,4,20000,1562.5,1562.5
8640-001,4,12.8,18000,4,18000,1406.25,1406.25
8641-001,19,60.799999,152000,19,152000,2500,2500
8642-001,3,9.6000004,15000,3,15000,1562.4999,1562.4999
8643-001,3,9.6000004,0,3,16546.727,1723.6173,359
8645-001,28,89.599998,320000,28,320000,3571.4287,3571.4287
8658-001,0,0,0,0,0,,
8659-001,6,19.200001,37000,6,37000,1927.0833,1927.0833
8662-001,9,28.799999,140000,9,140000,4861.1113,4861.1113
8664-001,28,89.599998,100000,28,100000,1116.0714,1116.0714
8676-001,0,0,0,0,0,,
8677-001,0,0,0,0,0,,
8678-001,22,70.400002,0,22,77800.844,1105.1256,359
8679-001,0,0,0,0,0,,
8680-001,0,0,0,0,0,,
8681-001,7,22.4,9000,7,9000,401.78574,401.78574
8682-001,50,160,0,50,168070.08,1050.438,359
8683-001,0,0,0,0,0,,
8695-001,0,0,0,0,0,,
8696-001,15,48,50000,15,50000,1041.6666,1041.6666
8697-001,0,0,0,0,0,,
8698-001,0,0,0,0,0,,
8699-001,0,0,0,0,0,,
8700-001,0,0,0,0,0,,
8701-001,9,28.799999,12000,9,12000,416.66669,416.66669
8702-001,12,38.400002,70000,12,70000,1822.9166,1822.9166
8714-001,0,0,0,0,0,,
8715-001,0,0,0,0,0,,
8716-001,0,0,0,0,0,,
8717-001,0,0,0,0,0,,
8718-001,15,48,22000,15,22000,458.33334,458.33334
8719-001,0,0,0,0,0,,
8720-001,16,51.200001,40000,16,40000,781.25,781.25
8722-001,0,0,0,0,0,,
8738-001,0,0,0,0,0,,
8740-001,6,19.200001,80000,6,80000,4166.6665,4166.6665
8754-001,0,0,0,0,0,,
8755-001,0,0,0,0,0,,
8756-001,34,108.8,129000,34,129000,1185.6617,1185.6617
8757-001,0,0,0,0,0,,
8758-001,0,0,0,0,0,,
8759-001,0,0,0,0,0,,
8762-001,14,44.799999,35000,14,35000,781.25,781.25
8771-001,0,0,0,0,0,,
8772-001,32,102.4,100000,32,100000,976.5625,976.5625
8773-001,0,0,0,0,0,,
8774-001,0,0,0,0,0,,
8775-001,0,0,0,0,0,,
8776-001,8,25.6,30000,8,30000,1171.875,1171.875
8777-001,0,0,0,0,0,,
8778-001,16,51.200001,60000,16,60000,1171.875,1171.875
8790-001,0,0,0,0,0,,
8791-001,0,0,0,0,0,,
8792-001,7,22.4,27000,7,27000,1205.3572,1205.3572
8793-001,0,0,0,0,0,,
8794-001,0,0,0,0,0,,
8795-001,0,0,0,0,0,,
8796-001,0,0,0,0,0,,
8797-001,38,121.6,260000,38,260000,2138.158,2138.158
8810-001,3,9.6000004,18000,3,18000,1874.9999,1874.9999
8812-001,5,16,20000,5,20000,1250,1250
8813-001,3,9.6000004,15000,3,15000,1562.4999,1562.4999
8814-001,0,0,0,0,0,,
8815-001,51,163.2,102000,51,102000,625,625
8816-001,0,0,0,0,0,,
8818-001,22,70.400002,135000,22,135000,1917.6136,1917.6136
8828-001,0,0,0,0,0,,
8829-001,16,51.200001,60000,16,60000,1171.875,1171.875
8830-001,0,0,0,0,0,,
8832-001,0,0,0,0,0,,
8833-001,0,0,0,0,0,,
8834-001,0,0,0,0,0,,
8835-001,0,0,0,0,0,,
8847-001,0,0,0,0,0,,
8848-001,16,51.200001,60000,16,60000,1171.875,1171.875
8849-001,0,0,0,0,0,,
8850-001,7,22.4,16000,7,16000,714.28571,714.28571
8851-001,0,0,0,0,0,,
8853-001,0,0,0,0,0,,
8854-001,0,0,0,0,0,,
8857-001,0,0,0,0,0,,
8866-001,0,0,0,0,0,,
8867-001,0,0,0,0,0,,
8868-001,119,380.79999,335000,119,335000,879.72693,879.72693
8869-001,10,32,25000,10,25000,781.25,781.25
8870-001,0,0,0,0,0,,
8871-001,27,86.400002,82500,27,82500,954.86108,954.86108
8872-001,130,416,328500,130,328500,789.66345,789.66345
8873-001,20,64,50000,20,50000,781.25,781.25
8885-001,8,25.6,30000,8,30000,1171.875,1171.875
8886-001,9,28.799999,44000,9,44000,1527.7778,1527.7778
8888-001,29,92.800003,6000,29,6000,64.655167,64.655167
8889-001,13,41.599998,0,13,48785.738,1172.7341,359
8890-001,288,921.59998,1035000,288,1035000,1123.0469,1123.0469
8891-001,22,70.400002,90000,22,90000,1278.4091,1278.4091
8892-001,31,99.199997,20000,31,20000,201.61292,201.61292
8904-001,30,96,128000,30,128000,1333.3334,1333.3334
8905-001,3,9.6000004,15000,3,15000,1562.4999,1562.4999
8906-001,0,0,0,0,0,,
8907-001,0,0,0,0,0,,
8908-001,6,19.200001,50000,6,50000,2604.1665,2604.1665
8909-001,0,0,0,0,0,,
8910-001,0,0,0,0,0,,
8911-001,7,22.4,30000,7,30000,1339.2858,1339.2858
8924-001,4,12.8,12000,4,12000,937.5,937.5
8925-001,0,0,0,0,0,,
8929-001,151,483.20001,0,151,493684.06,1021.6971,359
8942-001,16,51.200001,65000,16,65000,1269.5313,1269.5313
8943-001,0,0,0,0,0,,
8944-001,0,0,0,0,0,,
8945-001,0,0,0,0,0,,
8946-001,0,0,0,0,0,,
8947-001,19,60.799999,70000,19,70000,1151.3158,1151.3158
8949-001,8,25.6,65000,8,65000,2539.0625,2539.0625
8961-001,160,512,613000,160,613000,1197.2656,1197.2656
8962-001,28,89.599998,0,28,97144.25,1084.1992,359
8963-001,28,89.599998,600000,28,600000,6696.4287,6696.4287
8964-001,0,0,0,0,0,,
8965-001,0,0,0,0,0,,
8966-001,0,0,0,0,0,,
8967-001,0,0,0,0,0,,
8968-001,0,0,0,0,0,,
